Time(s)	Conductance(uS)
204.903000	14.301700
205.003000	14.429500
205.103000	14.557700
205.203000	14.686100
205.303000	14.814800
205.403000	14.814800
205.503000	14.943800
205.603000	14.943800
205.703000	14.943800
205.803000	14.943800
205.903000	14.814800
206.003000	13.793100
206.103000	14.301700
206.203000	15.202700
206.303000	14.943800
206.403000	14.046800
206.503000	14.301700
206.603000	14.814800
206.703000	13.289000
206.803000	13.163700
206.903000	14.046800
207.003000	13.289000
207.103000	13.666700
207.203000	15.202700
207.303000	15.332600
207.403000	15.332600
207.503000	15.332600
207.603000	14.686100
207.703000	15.332600
207.803000	15.202700
207.903000	14.943800
208.003000	14.814800
208.103000	15.202700
208.203000	15.073100
208.303000	15.073100
208.403000	15.073100
208.503000	15.073100
208.603000	15.073100
208.703000	15.073100
208.803000	15.073100
208.903000	15.073100
209.003000	14.686100
209.103000	14.557700
209.203000	14.814800
209.303000	14.943800
209.403000	14.943800
209.503000	14.429500
209.603000	14.943800
209.703000	14.943800
209.803000	14.943800
209.903000	14.943800
210.003000	14.943800
210.103000	14.943800
210.203000	14.943800
210.303000	14.943800
210.403000	14.943800
210.503000	14.301700
210.603000	15.073100
210.703000	14.943800
210.803000	12.048200
210.903000	13.666700
211.003000	9.411800
211.103000	14.943800
211.203000	15.073100
211.303000	15.202700
211.403000	15.073100
211.503000	15.202700
211.603000	15.073100
211.703000	14.943800
211.803000	13.919800
211.903000	15.073100
212.003000	14.686100
212.103000	14.686100
212.203000	13.919800
212.303000	15.073100
212.403000	15.073100
212.503000	15.202700
212.603000	15.073100
212.703000	15.202700
212.803000	15.332600
212.903000	14.943800
213.003000	14.943800
213.103000	15.332600
213.203000	15.202700
213.303000	15.332600
213.403000	14.814800
213.503000	15.202700
213.603000	15.202700
213.703000	14.686100
213.803000	15.202700
213.903000	15.332600
214.003000	15.202700
214.103000	15.332600
214.203000	15.462800
214.303000	15.202700
214.403000	15.332600
214.503000	15.462800
214.603000	15.332600
214.703000	15.332600
214.803000	15.593200
214.903000	15.332600
215.003000	15.462800
215.103000	15.593200
215.203000	15.462800
215.303000	15.593200
215.403000	15.724000
215.503000	15.462800
215.603000	15.593200
215.703000	15.724000
215.803000	15.462800
215.903000	15.724000
216.003000	15.855000
216.103000	15.593200
216.203000	15.724000
216.303000	15.855000
216.403000	15.724000
216.503000	15.855000
216.603000	15.593200
216.703000	15.724000
216.803000	15.855000
216.903000	15.724000
217.003000	15.855000
217.103000	15.986400
217.203000	15.724000
217.303000	15.855000
217.403000	15.986400
217.503000	15.855000
217.603000	15.855000
217.703000	15.986400
217.803000	15.855000
217.903000	15.986400
218.003000	15.986400
218.103000	15.855000
218.203000	15.724000
218.303000	15.855000
218.403000	15.724000
218.503000	15.724000
218.603000	15.593200
218.703000	15.332600
218.803000	15.593200
218.903000	15.593200
219.003000	15.593200
219.103000	15.855000
219.203000	15.593200
219.303000	16.250000
219.403000	16.647700
219.503000	16.780800
219.603000	16.780800
219.703000	16.914300
219.803000	16.914300
219.903000	16.914300
220.003000	16.914300
220.103000	16.914300
220.203000	17.048100
220.303000	17.182100
220.403000	17.182100
220.503000	17.182100
220.603000	17.182100
220.703000	15.986400
220.803000	17.586200
220.903000	17.586200
221.003000	17.586200
221.103000	17.182100
221.203000	17.316500
221.303000	17.451200
221.403000	17.451200
221.503000	17.316500
221.603000	16.780800
221.703000	17.316500
221.803000	17.451200
221.903000	17.586200
222.003000	17.451200
222.103000	17.451200
222.203000	17.182100
222.303000	17.316500
222.403000	17.316500
222.503000	17.316500
222.603000	17.182100
222.703000	17.182100
222.803000	17.048100
222.903000	17.182100
223.003000	17.451200
223.103000	17.451200
223.203000	17.451200
223.303000	17.316500
223.403000	17.451200
223.503000	16.914300
223.603000	16.647700
223.703000	16.647700
223.803000	16.647700
223.903000	15.986400
224.003000	15.462800
224.103000	16.514800
224.203000	16.914300
224.303000	14.814800
224.403000	17.048100
224.503000	16.382300
224.603000	17.048100
224.703000	17.048100
224.803000	17.182100
224.903000	17.182100
225.003000	17.048100
225.103000	17.182100
225.203000	17.048100
225.303000	17.182100
225.403000	17.182100
225.503000	17.182100
225.603000	17.182100
225.703000	17.182100
225.803000	17.048100
225.903000	17.182100
226.003000	17.048100
226.103000	17.182100
226.203000	17.182100
226.303000	17.182100
226.403000	17.182100
226.503000	17.182100
226.603000	17.182100
226.703000	17.182100
226.803000	17.182100
226.903000	17.182100
227.003000	17.182100
227.103000	17.048100
227.203000	17.182100
227.303000	17.048100
227.403000	17.048100
227.503000	17.048100
227.603000	17.048100
227.703000	17.048100
227.803000	17.048100
227.903000	16.914300
228.003000	16.914300
228.103000	17.048100
228.203000	16.914300
228.303000	17.316500
228.403000	17.048100
228.503000	16.780800
228.603000	17.182100
228.703000	16.914300
228.803000	16.382300
228.903000	16.647700
229.003000	16.382300
229.103000	15.986400
229.203000	16.514800
229.303000	16.250000
229.403000	16.780800
229.503000	16.382300
229.603000	16.118000
229.703000	16.514800
229.803000	16.250000
229.903000	15.986400
230.003000	16.382300
230.103000	16.118000
230.203000	15.855000
230.303000	16.250000
230.403000	15.986400
230.503000	15.724000
230.603000	15.986400
230.703000	15.855000
230.803000	15.724000
230.903000	15.986400
231.003000	15.724000
231.103000	15.593200
231.203000	15.724000
231.303000	15.593200
231.403000	15.462800
231.503000	15.724000
231.603000	15.462800
231.703000	15.462800
231.803000	15.593200
231.903000	15.462800
232.003000	15.332600
232.103000	15.462800
232.203000	15.332600
232.303000	15.332600
232.403000	15.462800
232.503000	15.332600
232.603000	15.462800
232.703000	15.332600
232.803000	15.202700
232.903000	15.332600
233.003000	15.202700
233.103000	15.073100
233.203000	15.202700
233.303000	15.202700
233.403000	15.073100
233.503000	15.202700
233.603000	15.202700
233.703000	15.073100
233.803000	15.202700
233.903000	15.073100
234.003000	15.073100
234.103000	15.202700
234.203000	15.073100
234.303000	15.073100
234.403000	15.073100
234.503000	15.073100
234.603000	15.073100
234.703000	15.073100
234.803000	15.073100
234.903000	15.073100
235.003000	15.073100
235.103000	15.073100
235.203000	15.073100
235.303000	14.943800
235.403000	15.073100
235.503000	14.943800
235.603000	14.943800
235.703000	14.943800
235.803000	14.943800
235.903000	14.943800
236.003000	14.943800
236.103000	14.943800
236.203000	14.943800
236.303000	15.073100
236.403000	15.202700
236.503000	15.073100
236.603000	14.814800
236.703000	14.686100
236.803000	14.429500
236.903000	14.429500
237.003000	14.557700
237.103000	14.557700
237.203000	14.557700
237.303000	14.557700
237.403000	14.557700
237.503000	14.557700
237.603000	14.557700
237.703000	14.557700
237.803000	14.557700
237.903000	14.557700
238.003000	14.557700
238.103000	14.557700
238.203000	14.557700
238.303000	14.686100
238.403000	15.073100
238.503000	15.073100
238.603000	15.073100
238.703000	15.073100
238.803000	15.073100
238.903000	15.073100
239.003000	15.073100
239.103000	15.202700
239.203000	15.073100
239.303000	15.073100
239.403000	15.073100
239.503000	15.202700
239.603000	15.073100
239.703000	15.202700
239.803000	15.202700
239.903000	15.202700
240.003000	15.332600
240.103000	15.332600
240.203000	15.332600
240.303000	15.462800
240.403000	15.593200
240.503000	15.462800
240.603000	15.593200
240.703000	15.593200
240.803000	15.593200
240.903000	15.724000
241.003000	15.724000
241.103000	15.202700
241.203000	14.943800
241.303000	15.593200
241.403000	14.943800
241.503000	15.332600
241.603000	16.118000
241.703000	15.986400
241.803000	15.986400
241.903000	16.118000
242.003000	15.986400
242.103000	15.986400
242.203000	15.855000
242.303000	15.986400
242.403000	16.118000
242.503000	15.855000
242.603000	15.986400
242.703000	16.118000
242.803000	15.986400
242.903000	16.118000
243.003000	16.250000
243.103000	16.250000
243.203000	16.382300
243.303000	16.514800
243.403000	16.250000
243.503000	14.943800
243.603000	16.250000
243.703000	16.514800
243.803000	16.647700
243.903000	17.048100
244.003000	16.914300
244.103000	17.316500
244.203000	17.586200
244.303000	17.451200
244.403000	17.857100
244.503000	18.265900
244.603000	18.129300
244.703000	18.540000
244.803000	18.815300
244.903000	18.677500
245.003000	18.953500
245.103000	19.092000
245.203000	19.092000
245.303000	19.369900
245.403000	19.230800
245.503000	19.509300
245.603000	19.789200
245.703000	19.649100
245.803000	19.929700
245.903000	20.070400
246.003000	19.929700
246.103000	20.070400
246.203000	20.211500
246.303000	20.070400
246.403000	20.211500
246.503000	20.494700
246.603000	20.494700
246.703000	20.636800
246.803000	20.779200
246.903000	20.636800
247.003000	20.779200
247.103000	20.779200
247.203000	20.779200
247.303000	20.779200
247.403000	20.779200
247.503000	20.779200
247.603000	20.779200
247.703000	20.779200
247.803000	20.636800
247.903000	20.779200
248.003000	20.779200
248.103000	20.779200
248.203000	20.779200
248.303000	20.922000
248.403000	20.922000
248.503000	20.922000
248.603000	20.922000
248.703000	20.922000
248.803000	20.922000
248.903000	20.779200
249.003000	20.922000
249.103000	20.922000
249.203000	20.779200
249.303000	20.922000
249.403000	20.922000
249.503000	20.779200
249.603000	20.779200
249.703000	20.922000
249.803000	20.779200
249.903000	20.779200
250.003000	20.779200
250.103000	20.779200
250.203000	20.779200
250.303000	20.779200
250.403000	20.636800
250.503000	20.779200
250.603000	20.636800
250.703000	20.636800
250.803000	20.636800
250.903000	20.636800
251.003000	20.636800
251.103000	20.636800
251.203000	20.636800
251.303000	20.636800
251.403000	20.636800
251.503000	20.636800
251.603000	20.636800
251.703000	20.636800
251.803000	20.779200
251.903000	20.779200
252.003000	20.779200
252.103000	20.779200
252.203000	20.779200
252.303000	20.779200
252.403000	20.779200
252.503000	20.922000
252.603000	21.065100
252.703000	21.352300
252.803000	21.352300
252.903000	21.208500
253.003000	20.779200
253.103000	20.779200
253.203000	20.494700
253.303000	20.636800
253.403000	20.494700
253.503000	20.636800
253.603000	20.636800
253.703000	20.636800
253.803000	20.494700
253.903000	20.636800
254.003000	20.636800
254.103000	20.636800
254.203000	20.636800
254.303000	20.636800
254.403000	20.779200
254.503000	20.779200
254.603000	20.779200
254.703000	20.922000
254.803000	20.922000
254.903000	21.065100
255.003000	20.922000
255.103000	21.065100
255.203000	21.208500
255.303000	21.208500
255.403000	21.208500
255.503000	21.352300
255.603000	21.352300
255.703000	21.496400
255.803000	21.496400
255.903000	21.496400
256.003000	21.496400
256.103000	21.496400
256.203000	21.496400
256.303000	21.496400
256.403000	21.352300
256.503000	21.496400
256.603000	21.496400
256.703000	21.208500
256.803000	21.496400
256.903000	21.352300
257.003000	20.922000
257.103000	21.352300
257.203000	21.065100
257.303000	20.636800
257.403000	21.208500
257.503000	20.922000
257.603000	20.352900
257.703000	21.065100
257.803000	20.636800
257.903000	20.211500
258.003000	20.779200
258.103000	20.352900
258.203000	20.922000
258.303000	20.494700
258.403000	20.211500
258.503000	20.636800
258.603000	20.211500
258.703000	20.070400
258.803000	20.494700
258.903000	20.070400
259.003000	19.929700
259.103000	20.211500
259.203000	19.929700
259.303000	19.789200
259.403000	20.070400
259.503000	19.789200
259.603000	19.789200
259.703000	19.929700
259.803000	19.789200
259.903000	19.649100
260.003000	19.929700
260.103000	19.789200
260.203000	19.509300
260.303000	19.789200
260.403000	19.649100
260.503000	19.509300
260.603000	19.649100
260.703000	19.509300
260.803000	19.369900
260.903000	19.509300
261.003000	19.649100
261.103000	19.509300
261.203000	19.649100
261.303000	19.509300
261.403000	19.509300
261.503000	19.509300
261.603000	19.369900
261.703000	19.509300
261.803000	19.369900
261.903000	19.369900
262.003000	19.369900
262.103000	19.369900
262.203000	19.230800
262.303000	19.369900
262.403000	19.230800
262.503000	19.230800
262.603000	19.230800
262.703000	19.230800
262.803000	19.230800
262.903000	19.230800
263.003000	19.230800
263.103000	19.230800
263.203000	19.230800
263.303000	19.230800
263.403000	19.230800
263.503000	19.230800
263.603000	19.230800
263.703000	19.230800
263.803000	19.230800
263.903000	19.092000
264.003000	19.230800
264.103000	19.230800
264.203000	19.230800
264.303000	19.230800
264.403000	19.230800
264.503000	19.230800
264.603000	19.230800
264.703000	17.993100
264.803000	19.509300
264.903000	19.649100
265.003000	19.509300
265.103000	19.369900
265.203000	19.369900
265.303000	19.369900
265.403000	19.369900
265.503000	19.369900
265.603000	19.092000
265.703000	19.092000
265.803000	19.369900
265.903000	19.369900
266.003000	19.369900
266.103000	19.369900
266.203000	19.369900
266.303000	19.369900
266.403000	19.369900
266.503000	19.369900
266.603000	19.369900
266.703000	19.369900
266.803000	19.369900
266.903000	19.369900
267.003000	19.230800
267.103000	19.509300
267.203000	19.509300
267.303000	19.509300
267.403000	17.857100
267.503000	16.914300
267.603000	18.677500
267.703000	18.953500
267.803000	19.230800
267.903000	19.230800
268.003000	20.070400
268.103000	17.586200
268.203000	20.352900
268.303000	20.352900
268.403000	20.494700
268.503000	20.494700
268.603000	20.494700
268.703000	20.494700
268.803000	20.636800
268.903000	20.636800
269.003000	20.636800
269.103000	19.230800
269.203000	18.402800
269.303000	20.494700
269.403000	20.070400
269.503000	20.922000
269.603000	20.922000
269.703000	20.922000
269.803000	20.922000
269.903000	20.922000
270.003000	20.922000
270.103000	20.922000
270.203000	20.922000
270.303000	20.922000
270.403000	21.065100
270.503000	21.065100
270.603000	21.065100
270.703000	21.065100
270.803000	21.065100
270.903000	20.494700
271.003000	21.208500
271.103000	21.352300
271.203000	21.352300
271.303000	21.352300
271.403000	21.352300
271.503000	21.496400
271.603000	21.352300
271.703000	21.352300
271.803000	21.496400
271.903000	21.352300
272.003000	21.496400
272.103000	21.496400
272.203000	21.352300
272.303000	21.496400
272.403000	21.640900
272.503000	21.352300
272.603000	21.496400
272.703000	21.640900
272.803000	21.352300
272.903000	21.640900
273.003000	21.785700
273.103000	21.496400
273.203000	21.785700
273.303000	21.930900
273.403000	21.785700
273.503000	21.930900
273.603000	22.076400
273.703000	17.586200
273.803000	21.930900
273.903000	22.515000
274.003000	22.222200
274.103000	22.368400
274.203000	21.640900
274.303000	22.222200
274.403000	22.515000
274.503000	22.222200
274.603000	21.640900
274.703000	22.222200
274.803000	21.496400
274.903000	21.785700
275.003000	21.930900
275.103000	21.785700
275.203000	21.930900
275.303000	22.076400
275.403000	21.785700
275.503000	21.930900
275.603000	22.076400
275.703000	21.930900
275.803000	22.076400
275.903000	22.076400
276.003000	21.930900
276.103000	22.076400
276.203000	22.222200
276.303000	22.076400
276.403000	22.222200
276.503000	22.222200
276.603000	22.076400
276.703000	22.222200
276.803000	22.368400
276.903000	22.222200
277.003000	22.222200
277.103000	22.368400
277.203000	22.222200
277.303000	22.222200
277.403000	22.076400
277.503000	22.222200
277.603000	22.368400
277.703000	22.076400
277.803000	22.222200
277.903000	22.368400
278.003000	22.222200
278.103000	22.222200
278.203000	22.222200
278.303000	22.222200
278.403000	22.222200
278.503000	22.368400
278.603000	22.222200
278.703000	22.368400
278.803000	22.368400
278.903000	22.368400
279.003000	22.368400
279.103000	22.368400
279.203000	22.368400
279.303000	22.368400
279.403000	22.368400
279.503000	22.368400
279.603000	22.368400
279.703000	22.368400
279.803000	22.368400
279.903000	22.368400
280.003000	20.070400
280.103000	22.956700
280.203000	21.930900
280.303000	23.253000
280.403000	23.253000
280.503000	23.253000
280.603000	21.930900
280.703000	23.253000
280.803000	23.104700
280.903000	22.956700
281.003000	23.700100
281.103000	23.401700
281.203000	23.104700
281.303000	21.785700
281.403000	21.352300
281.503000	21.785700
281.603000	22.368400
281.703000	22.368400
281.803000	22.515000
281.903000	22.515000
282.003000	22.661900
282.103000	23.104700
282.203000	23.104700
282.303000	23.253000
282.403000	23.550700
282.503000	23.550700
282.603000	23.550700
282.703000	23.550700
282.803000	23.550700
282.903000	23.550700
283.003000	23.550700
283.103000	23.550700
283.203000	23.550700
283.303000	23.550700
283.403000	23.550700
283.503000	23.550700
283.603000	23.550700
283.703000	23.550700
283.803000	22.515000
283.903000	24.000000
284.003000	22.515000
284.103000	24.000000
284.203000	23.550700
284.303000	20.922000
284.403000	24.452600
284.503000	24.301300
284.603000	24.150500
284.703000	24.756100
284.803000	24.150500
284.903000	23.700100
285.003000	24.301300
285.103000	23.849900
285.203000	18.815300
285.303000	24.301300
285.403000	24.150500
285.503000	23.104700
285.603000	15.462800
285.703000	23.700100
285.803000	23.401700
285.903000	17.182100
286.003000	2.095800
286.103000	1.488100
286.203000	15.462800
286.303000	11.437900
286.403000	14.046800
286.503000	17.721500
286.603000	22.956700
286.703000	20.779200
286.803000	23.104700
286.903000	21.208500
287.003000	16.914300
287.103000	23.253000
287.203000	21.640900
287.303000	13.163700
287.403000	21.208500
287.503000	21.930900
287.603000	22.956700
287.703000	22.076400
287.803000	21.496400
287.903000	22.368400
288.003000	22.809100
288.103000	22.956700
288.203000	23.401700
288.303000	23.104700
288.403000	23.550700
288.503000	23.700100
288.603000	23.700100
288.703000	23.700100
288.803000	23.849900
288.903000	23.700100
289.003000	23.700100
289.103000	23.849900
289.203000	23.700100
289.303000	23.401700
289.403000	23.849900
289.503000	23.849900
289.603000	23.849900
289.703000	23.849900
289.803000	23.849900
289.903000	23.849900
290.003000	23.849900
290.103000	23.550700
290.203000	23.700100
290.303000	23.700100
290.403000	23.700100
290.503000	21.785700
290.603000	23.550700
290.703000	23.700100
290.803000	23.550700
290.903000	23.550700
291.003000	23.550700
291.103000	23.401700
291.203000	23.401700
291.303000	23.401700
291.403000	23.401700
291.503000	23.401700
291.603000	23.401700
291.703000	23.401700
291.803000	23.401700
291.903000	18.540000
292.003000	22.515000
292.103000	23.401700
292.203000	23.401700
292.303000	23.253000
292.403000	23.253000
292.503000	23.253000
292.603000	23.253000
292.703000	23.253000
292.803000	23.253000
292.903000	23.253000
293.003000	23.253000
293.103000	23.253000
293.203000	23.253000
293.303000	23.253000
293.403000	23.253000
293.503000	23.253000
293.603000	23.253000
293.703000	23.253000
293.803000	23.401700
293.903000	23.550700
294.003000	23.401700
294.103000	23.401700
294.203000	23.401700
294.303000	23.401700
294.403000	23.401700
294.503000	23.401700
294.603000	23.401700
294.703000	23.401700
294.803000	23.550700
294.903000	23.401700
295.003000	23.550700
295.103000	23.700100
295.203000	23.401700
295.303000	23.700100
295.403000	23.849900
295.503000	23.550700
295.603000	23.700100
295.703000	24.000000
295.803000	23.700100
295.903000	24.000000
296.003000	24.150500
296.103000	23.849900
296.203000	24.000000
296.303000	24.301300
296.403000	24.000000
296.503000	24.150500
296.603000	24.000000
296.703000	24.150500
296.803000	24.452600
296.903000	22.661900
297.003000	17.048100
297.103000	24.604100
297.203000	19.092000
297.303000	24.756100
297.403000	24.756100
297.503000	24.604100
297.603000	18.129300
297.703000	20.636800
297.803000	25.061100
297.903000	25.214200
298.003000	25.367600
298.103000	25.214200
298.203000	25.367600
298.303000	25.521500
298.403000	25.367600
298.503000	25.521500
298.603000	25.675700
298.703000	25.521500
298.803000	25.675700
298.903000	25.214200
299.003000	25.521500
299.103000	25.675700
299.203000	25.830300
299.303000	25.675700
299.403000	25.675700
299.503000	25.830300
299.603000	25.675700
299.703000	25.521500
299.803000	24.756100
299.903000	24.452600
300.003000	24.452600
300.103000	24.452600
300.203000	24.301300
300.303000	24.301300
300.403000	24.000000
300.503000	24.150500
300.603000	24.301300
300.703000	24.452600
300.803000	25.061100
300.903000	25.521500
301.003000	25.521500
301.103000	25.521500
301.203000	25.521500
301.303000	25.521500
301.403000	25.521500
301.503000	25.521500
301.603000	25.521500
301.703000	25.367600
301.803000	25.521500
301.903000	25.521500
302.003000	25.367600
302.103000	25.521500
302.203000	25.521500
302.303000	25.521500
302.403000	25.675700
302.503000	25.521500
302.603000	25.675700
302.703000	25.830300
302.803000	25.830300
302.903000	25.985200
303.003000	25.985200
303.103000	26.608900
303.203000	25.985200
303.303000	26.140600
303.403000	26.140600
303.503000	25.675700
303.603000	27.238800
303.703000	25.675700
303.803000	25.214200
303.903000	25.830300
304.003000	25.367600
304.103000	24.908400
304.203000	25.367600
304.303000	25.061100
304.403000	24.756100
304.503000	25.214200
304.603000	24.756100
304.703000	24.452600
304.803000	24.756100
304.903000	24.452600
305.003000	24.301300
305.103000	24.452600
305.203000	24.301300
305.303000	24.150500
305.403000	24.150500
305.503000	24.150500
305.603000	24.000000
305.703000	23.550700
305.803000	24.000000
305.903000	23.253000
306.003000	23.401700
306.103000	23.401700
306.203000	23.401700
306.303000	23.401700
306.403000	23.550700
306.503000	23.550700
306.603000	23.550700
306.703000	23.550700
306.803000	23.700100
